objectid,parentid,filename,format,title,author,date,place_of_publication,language,item_characteristics,subject,field_of_medicine,description,image_source,resource_type,related_works,iucat_link,call_number,rights,use_and_reproduction
nmb_0036b,nmb_0036,nmb_0036b.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036c,nmb_0036,nmb_0036c.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036d,nmb_0036,nmb_0036d.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036e,nmb_0036,nmb_0036e.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036f,nmb_0036,nmb_0036f.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036g,nmb_0036,nmb_0036g.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036h,nmb_0036,nmb_0036h.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036i,nmb_0036,nmb_0036i.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0036j,nmb_0036,nmb_0036j.jpg,image/jpg,The Principal Diseases of the Interior Valley of North America,"Drake, Daniel","1850, 1854","Philadelphia, USA",English,print book,"climatology, epidemiologic factors; geography, medical; malaria; topography, medical","Geography, Medical; Topography, Medical","“Drake’s heroic subject was the North American continent—its topography, meteorology, and ethnology as they related to the health of its people. In the preface of his monumental work, he stated that he had begun forty years previously to make “personal observations from Florida to Canada of the causes, symptoms, pathology, and treatment’ of the diseases prevailing in the midlands of the continent, into which men of European origin and their African slaves were rapidly spreading. This is an epic record of the physical state of the nation during the decades of the westward movement and offers a physician’s view of health and sickness among the peoples of a vast and diversified region.  

“Drake (1785-1852) died after only half his papers had been published; the second book was edited and issued posthumously in 1854. The first volume surveyed the “topographical and hydrographical etiology” of disease in twelve areas that extended north and east from the Delta of the Mississippi through the Ohio and St. Lawrence basins and from the Great Lakes to the Arctic. He discussed the climate (including the prevalent winds and storms) and its effects on health, dealing particularly with the central areas around St. Louis and Cincinnati. He also described ‘physiological and social etiology,’ population, and the modes of living of the inhabitants, such as their occupations and recreations. This book included the first part of Drake’s strictly medical reports, with chapters on ‘autumnal fever.’ The twenty-seven chapters of the posthumous volume contained the remainder of these medical reports, classified under five different types of fever.  

“Drake was a picturesque character. Restless, critical, and combative by nature, he was a crusader for improved medical education in the frontier lands. He filled successively seven teaching positions in the Midwest and founded two medical faculties—the Medical College of Ohio (1821) and the medical department of Cincinnati College (1835). He established a western medical journal, and in it appeared his celebrated series of essays on medical education, eminently readable even today. In these, he strongly criticized the way physicians were being prepared for their profession.  

“Tall, commanding, and dignified in appearance, he lectured with fiery eloquence but was also endowed with a gentle sense of humor, as can be seen by his entertaining writings on pioneer life” (Waife et al. 203).",Lilly Library,stillimage,"Currie, William, [*An historical account of the climates and diseases of the United States of America . . .*](https://iucat.iu.edu/catalog/18962324) ; Walton, George E., [*The mineral springs of the United States and Canada . . .*](https://iucat.iu.edu/catalog/15357835)",https://iucat.iu.edu/catalog/3997584,RA802 .D76,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0037,,nmb_0037a.jpg,compound_object,Die experimentelle Chemptherapie der Spirillosen,"Ehrlich, Paul and Hata, Sahachiro",1910,"Berlin, Germany",German,print book,drug therapy; histology; pathology; syphilis,Histology,"“Ehrlich (1854-1915), the great German pathologist and bacteriologist, combined medical and chemical interests in his histologic studies with aniline dyes. While examining sputum samples for the bacilli that cause tuberculosis, he accidentally discovered that the organisms would stain readily if the slides were exposed to heat during the staining procedure. Characteristically modest, he gave credit for the finding to the cleaning woman who, when tidying the laboratory, had inadvertently placed his slides on a hot stove. Ehrlich developed the differential white-blood-cell count as a tool for the diagnosis of leukemia and was the first to recognize aplastic anemia and to describe the red-blood-cell inclusion bodies seen in toxic hemolytic disorders. From hematology, he turned to antitoxins and the problems of immunity. Ehrlich’s side-chain theory, in which he postulated the production of immunologically specific antibodies against invading microorganisms, ultimately won him universal recognition. For his contributions to the study of infectious disease and immunity, he was awarded the Nobel Prize in Medicine for 1908, which he shared with Elie Metchnikoff.  

“In 1899, he moved to the Institute of Experimental Therapy in Frankfurt and was later appointed its director. Here he worked on cancer, experimenting with tumor grafts, but gradually turned to the logical outcome of his earlier work—the search for synthetic chemical substances that would be toxic specifically to disease-producing microorganisms. His influential pioneer work in this field was of the first importance and paved the way for the discovery of the sulfonamides and nonsynthetic antibiotics.  

“After the cause and means of transmission of syphilis had been recognized (1903-1905), a specific against this disease became Ehrlich’s main ambition. The effectiveness of arsphenamine (‘Ehrlich’s 606,’ or Salvarsan) was reported in this notable book. Written by his Japanese assistant, Sahachiro Hata, it contains a fifty-page essay by Ehrlich himself, in which he discusses the chemistry and practical use of his arsenical compound. In the first part of the book, Hata presents the experimental basis of chemotherapy and gives an account of studies on recurrent fever, chick spirillosis, and syphilis in rabbits.  

“Ehrlich’s last four years were expended in meeting the worldwide demand for Salvarsan, in working with compulsive energy to find a safer alternative, and in facing bitter and unjust criticism. He was an inspired research worker and laboratory chief, a genius yet a simple soul, modest and not self-seeking but completely confident of the value of his work” (Waife et al. 259).",Lilly Library,stillimage,"Ehrlich & Hata, [*The experimental chemotherapy of spirilloses . . .*](https://iucat.iu.edu/catalog/18981229)",https://iucat.iu.edu/catalog/18981217,RC112 .E33 E96 1910,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
nmb_0037a,nmb_0037,nmb_0037a.jpg,image/jpg,Die experimentelle Chemptherapie der Spirillosen,"Ehrlich, Paul and Hata, Sahachiro",1910,"Berlin, Germany",German,print book,drug therapy; histology; pathology; syphilis,Histology,"“Ehrlich (1854-1915), the great German pathologist and bacteriologist, combined medical and chemical interests in his histologic studies with aniline dyes. While examining sputum samples for the bacilli that cause tuberculosis, he accidentally discovered that the organisms would stain readily if the slides were exposed to heat during the staining procedure. Characteristically modest, he gave credit for the finding to the cleaning woman who, when tidying the laboratory, had inadvertently placed his slides on a hot stove. Ehrlich developed the differential white-blood-cell count as a tool for the diagnosis of leukemia and was the first to recognize aplastic anemia and to describe the red-blood-cell inclusion bodies seen in toxic hemolytic disorders. From hematology, he turned to antitoxins and the problems of immunity. Ehrlich’s side-chain theory, in which he postulated the production of immunologically specific antibodies against invading microorganisms, ultimately won him universal recognition. For his contributions to the study of infectious disease and immunity, he was awarded the Nobel Prize in Medicine for 1908, which he shared with Elie Metchnikoff.  

“In 1899, he moved to the Institute of Experimental Therapy in Frankfurt and was later appointed its director. Here he worked on cancer, experimenting with tumor grafts, but gradually turned to the logical outcome of his earlier work—the search for synthetic chemical substances that would be toxic specifically to disease-producing microorganisms. His influential pioneer work in this field was of the first importance and paved the way for the discovery of the sulfonamides and nonsynthetic antibiotics.  

“After the cause and means of transmission of syphilis had been recognized (1903-1905), a specific against this disease became Ehrlich’s main ambition. The effectiveness of arsphenamine (‘Ehrlich’s 606,’ or Salvarsan) was reported in this notable book. Written by his Japanese assistant, Sahachiro Hata, it contains a fifty-page essay by Ehrlich himself, in which he discusses the chemistry and practical use of his arsenical compound. In the first part of the book, Hata presents the experimental basis of chemotherapy and gives an account of studies on recurrent fever, chick spirillosis, and syphilis in rabbits.  

“Ehrlich’s last four years were expended in meeting the worldwide demand for Salvarsan, in working with compulsive energy to find a safer alternative, and in facing bitter and unjust criticism. He was an inspired research worker and laboratory chief, a genius yet a simple soul, modest and not self-seeking but completely confident of the value of his work” (Waife et al. 259).",Lilly Library,stillimage,"Ehrlich & Hata, [*The experimental chemotherapy of spirilloses . . .*](https://iucat.iu.edu/catalog/18981229)",https://iucat.iu.edu/catalog/18981217,RC112 .E33 E96 1910,"The Lilly Library does not own reproduction rights to the material in its collections, except in certain instances. Reproduction for publication purposes, therefore, is subject to your securing permission from persons, corporations, or other legal entities which may own or claim such rights under the copyright law.",All responsibility for questions of copyright that may arise in the use made of copies of our material must be assumed by the applicant.
